"Zona portuaria","Sociedad Portuaria","Tipo de embalaje","Exportación","Importación","Transbordo","Tránsito Internacional","Fluvial","Cabotaje","vigencia_anno","vigencia_mes"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","5.613","700","2.598",,,"1.685","2.022","7"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","14.211","22.036","89.346",,,"5.894","2.022","7"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"48",,,,,"2.022","7"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"24",,,,,"2.022","7"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.711","11.397","1.497",,,,"2.022","7"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.613","2.727","222","228",,,"2.022","8"
"GUAJIRA","PUERTO BRISA S.A.","TEUS llenos",,"48",,,,,"2.022","8"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","15.638","22.747","94.243",,,"5.784","2.022","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.408","5.541","1.254","1.016",,,"2.022","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","4.758","15.271","3.703",,,,"2.022","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"23",,,,,"2.022","8"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","1.300","2.742",,,,,"2.022","8"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.542","2.452",,,,"2.018","2.022","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","1","226",,,,"591","2.022","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","10.041","305",,,,,"2.022","8"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","3.259","89",,"2",,,"2.022","8"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"2",,,,,"2.022","8"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.740","861","6.967",,,"2.390","2.022","8"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"68",,,,"2.022","8"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","289",,,,,"676","2.022","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.470","19.398","636",,,,"2.022","8"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","11.561","15.468","29.117",,,"657","2.022","8"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","18.265",,,,,,"2.022","8"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios","19",,,,,,"2.022","8"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"57",,"2.022","8"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","5.240","22.792",,,,"670","2.022","8"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.286","1.556","33",,,,"2.022","8"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"41","2.022","8"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"275","2.022","8"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","9.248","1.274","25.595",,,"1.340","2.022","8"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"50",,"2.022","8"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","12.574",,"43",,,,"2.022","8"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","3.690","314",,,,"749","2.022","8"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"29","2.022","9"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"93",,,,,"2.022","9"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos","16","29",,,,,"2.022","9"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"100",,"2.022","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","8.387","150",,,,,"2.022","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.165","5.816","262","216",,,"2.022","9"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.688","1.504","20",,,,"2.022","9"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.093","1.588",,"136",,"1.458","2.022","9"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","9.165","12.572","29.596",,,"563","2.022","9"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","14.362","20.794","79.241",,,"4.930","2.022","9"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"6",,,,,"2.022","9"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"106",,,,"2.022","9"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos","13","109",,,,,"2.022","9"
"GUAJIRA","PUERTO BRISA S.A.","TEUS llenos",,"8",,,,,"2.022","9"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","2.071","4.317","51","271",,,"2.022","9"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","4.946","398",,,,"717","2.022","9"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","9.807","2.226","17.905",,,"1.143","2.022","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","4.772","16.976",,,,"332","2.022","9"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"115",,"64",,,"2.022","9"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"6",,,,,"2.022","9"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"411","2.022","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.273","12.842","1.244",,,,"2.022","9"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","933","534","5.960",,,"1.875","2.022","9"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"188",,,,"692","2.022","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","7.808","12","72",,,,"2.022","9"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","14.684","476",,,,"962","2.022","9"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","230","12",,,,"730","2.022","9"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","224","4.168",,,,,"2.022","9"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","3.082","50",,"2",,,"2.022","9"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","6.216","18.953","3.616",,,,"2.022","9"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"84",,"2.022","9"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"342","2.022","10"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","16.103","21.500","94.965",,,"4.742","2.022","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","10.458","101",,,,,"2.022","10"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.921","2.906",,"137",,,"2.022","10"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","13.613",,,,,,"2.022","10"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"151",,"2.022","10"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"2",,,,,"2.022","10"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","3.441","544",,,,"449","2.022","10"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","2.767","229",,,,,"2.022","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","5.027","14.705","3.024",,,,"2.022","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","176",,,,,"658","2.022","10"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"57",,,,,"2.022","10"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","1","161",,,,"727","2.022","10"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","4.861","1.440","14",,,,"2.022","10"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"42","2.022","10"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,"2","49",,,,"2.022","10"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.917","674","11.061",,,"2.617","2.022","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.442","5.561","172","170",,,"2.022","10"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","11.162","1.919","29.179",,,"1.878","2.022","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","5.598","8","94",,,,"2.022","10"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","316","3.600",,,,,"2.022","10"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","6.073","16.059",,,,"922","2.022","10"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.417","1.797",,"164",,"1.785","2.022","10"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"87",,"2.022","10"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","10.433","14.292","36.113",,,"796","2.022","10"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","4.358","11.787","1.455",,,,"2.022","10"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"31","2.022","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"339","2.022","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","10.555","2.646","27.180",,,"1.491","2.022","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","1","151",,,,"622","2.022","11"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","1.991","140","10",,,,"2.022","11"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","180",,,,,"720","2.022","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","3.839","23.824",,,,"296","2.022","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS vacios",,"6",,,,,"2.022","11"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.970","3.326",,"28",,,"2.022","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.897","16.397","1.148",,,,"2.022","11"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","2.887","264",,,,"585","2.022","11"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"60",,,,,"2.022","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","10.028","240",,,,,"2.022","11"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"19",,,,"2.022","11"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","482","2.468",,,,,"2.022","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","8.251","239","102",,,,"2.022","11"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"22",,,,,"2.022","11"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","4.040","1.293","20",,,"202","2.022","11"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","25.113","90",,,,"74","2.022","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.034","1.207",,,,"1.187","2.022","11"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","5.926","14.620","4.334",,,,"2.022","11"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","15.683","20.515","84.390",,,"4.992","2.022","11"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"97",,"2.022","11"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"14","2",,,,"2.022","11"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.249","4.573","12","13",,,"2.022","11"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"50",,"2.022","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","1.509","886","5.975",,,"1.736","2.022","11"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.463","10.082","28.216",,,"680","2.022","11"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"35","2.022","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","12.473","386",,,,,"2.022","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","4.052","19.351",,,,"828","2.022","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","2.100","228",,"6",,,"2.022","12"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","341","2.875",,,,,"2.022","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","5.168","4.601","19","22",,,"2.022","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.651","12.641","1.283",,,,"2.022","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","192",,,,,"662","2.022","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","13.328","2.528","39.791",,,"1.264","2.022","12"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos",,"98",,,,,"2.022","12"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","12.812","1",,,,"222","2.022","12"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"182",,,,"620","2.022","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"40",,,,"2.022","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"80",,"2.022","12"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"18",,,,,"2.022","12"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","3.320","247",,,,"409","2.022","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","6.302","10.463","3.428",,,,"2.022","12"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","16.862","18.721","108.963",,,"5.627","2.022","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","9.356","10.993","26.297",,,"331","2.022","12"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","2.458","2.892",,"75",,,"2.022","12"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"168",,,,,"2.022","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"2","2",,,,"2.022","12"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.836","1.326","11.515",,,"2.355","2.022","12"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"286","2.022","12"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","7.658","277","835",,,,"2.022","12"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.013","1.413",,,,"1.259","2.022","12"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"130",,"2.022","12"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","2.888","1.050","2",,,"404","2.022","12"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"114",,,,,"2.022","12"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"18",,,,"2.023","1"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos","8","47","28",,,,"2.023","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos","1","131",,,,"671","2.023","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"35","2.023","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.063","3.784","9","9",,,"2.023","1"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"346","2.023","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","8.443","9.773","24.244",,,"125","2.023","1"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","324","3.350",,,,,"2.023","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"71",,"2.023","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","18.322",,,,,,"2.023","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","6.247","70","121",,,,"2.023","1"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","168",,,,,"596","2.023","1"
"CARTAGENA","PUERTO DE MAMONAL S.A.","TEUS llenos","1","2","4",,,,"2.023","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","3.592","9.000","1.898",,,,"2.023","1"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"2",,,,,"2.023","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.616","2.590",,"36",,,"2.023","1"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"72",,"2.023","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","5.453","174","92",,,,"2.023","1"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","4.061","18.927",,,,"478","2.023","1"
"CARTAGENA","PUERTO BUENAVISTA S.A","TEUS llenos",,,,,,"8","2.023","1"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","3.281","8.671","3.280",,,,"2.023","1"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","3.142","422",,,,"418","2.023","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","1.386","592","7.720",,,"1.884","2.023","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","13.992","20.298","115.761",,,"5.624","2.023","1"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","1.516","1.769",,,,"1.089","2.023","1"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","3.554","992","13",,,,"2.023","1"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","10.151","2.800","47.339",,,"1.102","2.023","1"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","1.752","180","64","1",,,"2.023","1"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS vacios","2.360","701","6.515",,,"3.437","2.023","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS vacios","6.446","1.364","30.454",,,"757","2.023","2"
"CARTAGENA","SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA","TEUS llenos","7.718","9.425","19.823",,,"158","2.023","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS llenos","4.672","18.937",,,,"562","2.023","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS vacios",,,,,,"33","2.023","2"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS vacios",,,"45",,,,"2.023","2"
"CARTAGENA","SOCIEDAD PORTUARIA PUERTO BAHIA SA","TEUS llenos",,"4",,,,,"2.023","2"
"SANTA MARTA","SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA","TEUS vacios","5.043","850","42",,,,"2.023","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS vacios","5.935","60","291",,,,"2.023","2"
"TURBO","UNIBAN LOGISTICA S.A","TEUS vacios","122","3.522",,,,,"2.023","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS llenos","4.026","12.441","1.355",,,,"2.023","2"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS llenos",,,,,"237",,"2.023","2"
"CARTAGENA","TERMINAL DE CONTENEDORES DE CARTAGENA S. A.","TEUS llenos","15.042","16.248","80.453",,,"3.965","2.023","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS llenos","4.828","3.433","13","12",,,"2.023","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A","TEUS llenos","5.674","9.692","2.886",,,,"2.023","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS llenos",,"127",,,,,"2.023","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS llenos",,"131",,,,"498","2.023","2"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","14.936","25",,,,,"2.023","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS llenos","1.838","1.624",,"56",,,"2.023","2"
"TURBO","UNIBAN LOGISTICA S.A","TEUS llenos","3.378","226",,,,"434","2.023","2"
"BARRANQUILLA","SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.","TEUS vacios","613","2.070",,,,"1.212","2.023","2"
"CARTAGENA","SOCIEDAD PORTUARIA TRANSMARSYP S.A.","TEUS llenos",,,,,,"289","2.023","2"
"BARRANCABERMEJA","SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.","TEUS vacios",,,,,"40",,"2.023","2"
"BUENAVENTURA","SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.","TEUS vacios","9.003","221","4",,,"1.608","2.023","2"
"SAN ANDRES","SAN ANDRES PORT SOCIETY SA","TEUS vacios","162",,,,,"462","2.023","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","838","54","30",,,,"2.023","2"
"BARRANQUILLA","PALERMO SOCIEDAD PORTUARIA S.A","TEUS llenos",,"60",,,,,"2.023","2"
"GUAJIRA","CERREJON ZONA NORTE S.A.","TEUS vacios",,"63",,,,,"2.023","2"
"CARTAGENA","COMPAÑIA DE PUERTOS ASOCIADOS S.A.","TEUS vacios","1.608","552",,,,,"2.023","3"
"BUENAVENTURA","SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.","TEUS vacios","10.714",,,,,,"2.023","3"
